Home,Visitors,Date,Time,Day,DH
Angels,Astros,4/7/2022,6:38 PM,Thursday,
Angels,Astros,4/8/2022,6:38 PM,Friday,
Angels,Astros,4/9/2022,6:07 PM,Saturday,
Angels,Astros,4/10/2022,1:07 PM,Sunday,
Angels,Marlins,4/11/2022,6:38 PM,Monday,
Angels,Marlins,4/12/2022,4:07 PM,Tuesday,
Angels,Orioles,4/22/2022,6:38 PM,Friday,
Angels,Orioles,4/23/2022,6:07 PM,Saturday,
Angels,Orioles,4/24/2022,1:07 PM,Sunday,
Angels,Guardians,4/25/2022,6:38 PM,Monday,
Angels,Guardians,4/26/2022,6:38 PM,Tuesday,
Angels,Guardians,4/27/2022,6:38 PM,Wednesday,
Angels,Guardians,4/28/2022,1:07 PM,Thursday,
Angels,Nationals,5/6/2022,6:38 PM,Friday,
Angels,Nationals,5/7/2022,6:07 PM,Saturday,
Angels,Nationals,5/8/2022,1:07 PM,Sunday,
Angels,Rays,5/9/2022,6:38 PM,Monday,
Angels,Rays,5/10/2022,6:38 PM,Tuesday,
Angels,Rays,5/11/2022,1:07 PM,Wednesday,
Angels,Athletics,5/20/2022,6:38 PM,Friday,
Angels,Athletics,5/21/2022,6:07 PM,Saturday,
Angels,Athletics,5/22/2022,1:07 PM,Sunday,
Angels,Rangers,5/24/2022,6:38 PM,Tuesday,
Angels,Rangers,5/25/2022,6:38 PM,Wednesday,
Angels,Blue Jays,5/26/2022,6:38 PM,Thursday,
Angels,Blue Jays,5/27/2022,6:38 PM,Friday,
Angels,Blue Jays,5/28/2022,7:07 PM,Saturday,
Angels,Blue Jays,5/29/2022,1:07 PM,Sunday,
Angels,Red Sox,6/6/2022,6:38 PM,Monday,
Angels,Red Sox,6/7/2022,6:38 PM,Tuesday,
Angels,Red Sox,6/8/2022,6:38 PM,Wednesday,
Angels,Red Sox,6/9/2022,6:38 PM,Thursday,
Angels,Mets,6/10/2022,6:38 PM,Friday,
Angels,Mets,6/11/2022,7:07 PM,Saturday,
Angels,Mets,6/12/2022,1:07 PM,Sunday,
Angels,Royals,6/20/2022,6:38 PM,Monday,
Angels,Royals,6/21/2022,6:38 PM,Tuesday,
Angels,Royals,6/22/2022,6:49 PM,Wednesday,
Angels,Mariners,6/24/2022,6:38 PM,Friday,
Angels,Mariners,6/25/2022,7:07 PM,Saturday,
Angels,Mariners,6/26/2022,1:07 PM,Sunday,
Angels,White Sox,6/27/2022,6:38 PM,Monday,
Angels,White Sox,6/28/2022,6:38 PM,Tuesday,
Angels,White Sox,6/29/2022,6:38 PM,Wednesday,
Angels,Astros,7/12/2022,6:38 PM,Tuesday,
Angels,Astros,7/13/2022,6:38 PM,Wednesday,
Angels,Astros,7/14/2022,5:07 PM,Thursday,
Angels,Dodgers,7/15/2022,6:38 PM,Friday,
Angels,Dodgers,7/16/2022,7:07 PM,Saturday,
Angels,Rangers,7/28/2022,6:38 PM,Thursday,
Angels,Rangers,7/29/2022,6:38 PM,Friday,
Angels,Rangers,7/30/2022,6:07 PM,Saturday,
Angels,Rangers,7/31/2022,1:07 PM,Sunday,
Angels,Athletics,8/2/2022,6:38 PM,Tuesday,
Angels,Athletics,8/3/2022,6:38 PM,Wednesday,
Angels,Athletics,8/4/2022,1:07 PM,Thursday,
Angels,Twins,8/12/2022,6:38 PM,Friday,
Angels,Twins,8/13/2022,6:07 PM,Saturday,
Angels,Twins,8/14/2022,1:07 PM,Sunday,
Angels,Mariners,8/15/2022,6:38 PM,Monday,
Angels,Mariners,8/16/2022,6:38 PM,Tuesday,
Angels,Mariners,8/17/2022,1:07 PM,Wednesday,
Angels,Yankees,8/29/2022,6:38 PM,Monday,
Angels,Yankees,8/30/2022,6:38 PM,Tuesday,
Angels,Yankees,8/31/2022,6:38 PM,Wednesday,
Angels,Astros,9/2/2022,6:38 PM,Friday,
Angels,Astros,9/3/2022,6:07 PM,Saturday,
Angels,Astros,9/4/2022,1:07 PM,Sunday,
Angels,Tigers,9/5/2022,6:38 PM,Monday,
Angels,Tigers,9/6/2022,6:38 PM,Tuesday,
Angels,Tigers,9/7/2022,1:07 PM,Wednesday,
Angels,Mariners,9/16/2022,6:38 PM,Friday,
Angels,Mariners,9/17/2022,6:07 PM,Saturday,
Angels,Mariners,9/18/2022,1:07 PM,Sunday,
Angels,Mariners,9/19/2022,1:07 PM,Monday,
Angels,Athletics,9/27/2022,6:38 PM,Tuesday,
Angels,Athletics,9/28/2022,6:38 PM,Wednesday,
Angels,Athletics,9/29/2022,6:38 PM,Thursday,
Angels,Rangers,9/30/2022,6:38 PM,Friday,
Angels,Rangers,10/1/2022,6:07 PM,Saturday,
Angels,Rangers,10/2/2022,1:07 PM,Sunday,
Astros,Angels,4/18/2022,7:10 PM,Monday,
Astros,Angels,4/19/2022,7:10 PM,Tuesday,
Astros,Angels,4/20/2022,5:40 PM,Wednesday,
Astros,Blue Jays,4/22/2022,7:10 PM,Friday,
Astros,Blue Jays,4/23/2022,3:10 PM,Saturday,
Astros,Blue Jays,4/24/2022,1:10 PM,Sunday,
Astros,Mariners,5/2/2022,7:10 PM,Monday,
Astros,Mariners,5/3/2022,7:10 PM,Tuesday,
Astros,Mariners,5/4/2022,1:10 PM,Wednesday,
Astros,Tigers,5/5/2022,7:10 PM,Thursday,
Astros,Tigers,5/6/2022,7:10 PM,Friday,
Astros,Tigers,5/7/2022,3:05 PM,Saturday,
Astros,Tigers,5/8/2022,1:10 PM,Sunday,
Astros,Rangers,5/19/2022,7:10 PM,Thursday,
Astros,Rangers,5/20/2022,7:10 PM,Friday,
Astros,Rangers,5/21/2022,6:10 PM,Saturday,
Astros,Rangers,5/22/2022,1:10 PM,Sunday,
Astros,Indians,5/23/2022,7:10 PM,Monday,
Astros,Indians,5/24/2022,7:10 PM,Tuesday,
Astros,Indians,5/25/2022,7:10 PM,Wednesday,
Astros,Mariners,6/6/2022,7:10 PM,Monday,
Astros,Mariners,6/7/2022,7:10 PM,Tuesday,
Astros,Mariners,6/8/2022,5:40 PM,Wednesday,
Astros,Marlins,6/10/2022,7:10 PM,Friday,
Astros,Marlins,6/11/2022,3:10 PM,Saturday,
Astros,Marlins,6/12/2022,1:10 PM,Sunday,
Astros,White Sox,6/17/2022,7:10 PM,Friday,
Astros,White Sox,6/18/2022,3:10 PM,Saturday,
Astros,White Sox,6/19/2022,1:10 PM,Sunday,
Astros,Mets,6/21/2022,7:10 PM,Tuesday,
Astros,Mets,6/22/2022,1:10 PM,Wednesday,
Astros,Yankees,6/30/2022,5:10 PM,Thursday,
Astros,Angels,7/1/2022,7:10 PM,Friday,
Astros,Angels,7/2/2022,3:10 PM,Saturday,
Astros,Angels,7/3/2022,1:10 PM,Sunday,
Astros,Royals,7/4/2022,3:10 PM,Monday,
Astros,Royals,7/5/2022,7:10 PM,Tuesday,
Astros,Royals,7/6/2022,7:10 PM,Wednesday,
Astros,Royals,7/7/2022,1:10 PM,Thursday,
Astros,Athletics,7/15/2022,7:10 PM,Friday,
Astros,Athletics,7/16/2022,3:10 PM,Saturday,
Astros,Athletics,7/17/2022,1:10 PM,Sunday,
Astros,Yankees,7/21/2022,12:10 PM,Thursday,DH
Astros,Mariners,7/28/2022,7:10 PM,Thursday,
Astros,Mariners,7/29/2022,7:10 PM,Friday,
Astros,Mariners,7/30/2022,6:10 PM,Saturday,
Astros,Mariners,7/31/2022,1:10 PM,Sunday,
Astros,Red Sox,8/1/2022,7:10 PM,Monday,
Astros,Red Sox,8/2/2022,7:10 PM,Tuesday,
Astros,Red Sox,8/3/2022,1:10 PM,Wednesday,
Astros,Rangers,8/9/2022,7:10 PM,Tuesday,
Astros,Rangers,8/10/2022,7:10 PM,Wednesday,
Astros,Rangers,8/11/2022,1:10 PM,Thursday,
Astros,Athletics,8/12/2022,7:10 PM,Friday,
Astros,Athletics,8/13/2022,6:10 PM,Saturday,
Astros,Athletics,8/14/2022,1:10 PM,Sunday,
Astros,Twins,8/23/2022,7:10 PM,Tuesday,
Astros,Twins,8/24/2022,7:10 PM,Wednesday,
Astros,Twins,8/25/2022,7:10 PM,Thursday,
Astros,Orioles,8/26/2022,7:10 PM,Friday,
Astros,Orioles,8/27/2022,6:10 PM,Saturday,
Astros,Orioles,8/28/2022,1:10 PM,Sunday,
Astros,Rangers,9/5/2022,6:10 PM,Monday,
Astros,Rangers,9/6/2022,7:10 PM,Tuesday,
Astros,Rangers,9/7/2022,7:10 PM,Wednesday,
Astros,Angels,9/9/2022,7:10 PM,Friday,
Astros,Angels,9/10/2022,6:15 PM,Saturday,
Astros,Angels,9/11/2022,1:10 PM,Sunday,
Astros,Athletics,9/15/2022,7:10 PM,Thursday,
Astros,Athletics,9/16/2022,7:10 PM,Friday,
Astros,Athletics,9/17/2022,6:10 PM,Saturday,
Astros,Athletics,9/18/2022,1:10 PM,Sunday,
Astros,Diamondbacks,9/27/2022,7:10 PM,Tuesday,
Astros,Diamondbacks,9/28/2022,7:10 PM,Wednesday,
Astros,Rays,9/30/2022,7:10 PM,Friday,
Astros,Rays,10/1/2022,6:10 PM,Saturday,
Astros,Rays,10/2/2022,1:10 PM,Sunday,
Astros,Phillies,10/3/2022,7:10 PM,Monday,
Astros,Phillies,10/4/2022,7:10 PM,Tuesday,
Astros,Phillies,10/5/2022,TBA,Wednesday,
Athletics,Orioles,4/18/2022,6:40 PM,Monday,
Athletics,Orioles,4/19/2022,6:40 PM,Tuesday,
Athletics,Orioles,4/20/2022,6:40 PM,Wednesday,
Athletics,Orioles,4/21/2022,12:37 PM,Thursday,
Athletics,Rangers,4/22/2022,6:40 PM,Friday,
Athletics,Rangers,4/23/2022,1:07 PM,Saturday,
Athletics,Rangers,4/24/2022,1:07 PM,Sunday,
Athletics,Guardians,4/29/2022,6:40 PM,Friday,
Athletics,Guardians,4/30/2022,1:07 PM,Saturday,
Athletics,Guardians,5/1/2022,1:07 PM,Sunday,
Athletics,Rays,5/2/2022,6:40 PM,Monday,
Athletics,Rays,5/3/2022,6:40 PM,Tuesday,
Athletics,Rays,5/4/2022,12:37 PM,Wednesday,
Athletics,Tigers,5/10/2022,TBA,Tuesday,
Athletics,Angels,5/13/2022,6:40 PM,Friday,
Athletics,Angels,5/14/2022,1:07 PM,Saturday,DH
Athletics,Angels,5/15/2022,1:07 PM,Sunday,
Athletics,Twins,5/16/2022,6:40 PM,Monday,
Athletics,Twins,5/17/2022,6:40 PM,Tuesday,
Athletics,Twins,5/18/2022,12:37 PM,Wednesday,
Athletics,Rangers,5/26/2022,6:40 PM,Thursday,
Athletics,Rangers,5/27/2022,6:40 PM,Friday,
Athletics,Rangers,5/28/2022,1:07 PM,Saturday,
Athletics,Rangers,5/29/2022,1:07 PM,Sunday,
Athletics,Astros,5/30/2022,1:07 PM,Monday,
Athletics,Astros,5/31/2022,6:40 PM,Tuesday,
Athletics,Astros,6/1/2022,12:37 PM,Wednesday,
Athletics,Red Sox,6/3/2022,6:40 PM,Friday,
Athletics,Red Sox,6/4/2022,1:07 PM,Saturday,
Athletics,Red Sox,6/5/2022,1:07 PM,Sunday,
Athletics,Royals,6/17/2022,6:40 PM,Friday,
Athletics,Royals,6/18/2022,1:07 PM,Saturday,
Athletics,Royals,6/19/2022,1:07 PM,Sunday,
Athletics,Mariners,6/21/2022,6:40 PM,Tuesday,
Athletics,Mariners,6/22/2022,6:40 PM,Wednesday,
Athletics,Mariners,6/23/2022,12:37 PM,Thursday,
Athletics,Blue Jays,7/4/2022,6:07 PM,Monday,
Athletics,Blue Jays,7/5/2022,6:40 PM,Tuesday,
Athletics,Blue Jays,7/6/2022,12:37 PM,Wednesday,
Athletics,Astros,7/8/2022,6:40 PM,Friday,
Athletics,Astros,7/9/2022,1:07 PM,Saturday,
Athletics,Astros,7/10/2022,1:07 PM,Sunday,
Athletics,Tigers,7/21/2022,12:37 PM,Thursday,DH
Athletics,Rangers,7/22/2022,6:40 PM,Friday,
Athletics,Rangers,7/23/2022,6:07 PM,Saturday,
Athletics,Rangers,7/24/2022,1:07 PM,Sunday,
Athletics,Astros,7/25/2022,6:40 PM,Monday,
Athletics,Astros,7/26/2022,6:40 PM,Tuesday,
Athletics,Astros,7/27/2022,12:37 PM,Wednesday,
Athletics,Giants,8/6/2022,4:07 PM,Saturday,
Athletics,Giants,8/7/2022,1:07 PM,Sunday,
Athletics,Angels,8/8/2022,6:40 PM,Monday,
Athletics,Angels,8/9/2022,6:40 PM,Tuesday,
Athletics,Angels,8/10/2022,12:37 PM,Wednesday,
Athletics,Mariners,8/19/2022,6:40 PM,Friday,
Athletics,Mariners,8/20/2022,4:15 PM,Saturday,
Athletics,Mariners,8/21/2022,1:07 PM,Sunday,
Athletics,Marlins,8/22/2022,6:40 PM,Monday,
Athletics,Marlins,8/23/2022,6:40 PM,Tuesday,
Athletics,Marlins,8/24/2022,12:37 PM,Wednesday,
Athletics,Yankees,8/25/2022,6:40 PM,Thursday,
Athletics,Yankees,8/26/2022,6:40 PM,Friday,
Athletics,Yankees,8/27/2022,6:07 PM,Saturday,
Athletics,Yankees,8/28/2022,1:07 PM,Sunday,
Athletics,Braves,9/6/2022,6:40 PM,Tuesday,
Athletics,Braves,9/7/2022,12:37 PM,Wednesday,
Athletics,White Sox,9/8/2022,6:40 PM,Thursday,
Athletics,White Sox,9/9/2022,6:40 PM,Friday,
Athletics,White Sox,9/10/2022,1:07 PM,Saturday,
Athletics,White Sox,9/11/2022,1:07 PM,Sunday,
Athletics,Mariners,9/20/2022,6:40 PM,Tuesday,
Athletics,Mariners,9/21/2022,6:40 PM,Wednesday,
Athletics,Mariners,9/22/2022,12:37 PM,Thursday,
Athletics,Mets,9/23/2022,6:40 PM,Friday,
Athletics,Mets,9/24/2022,1:07 PM,Saturday,
Athletics,Mets,9/25/2022,1:07 PM,Sunday,
Athletics,Angels,10/3/2022,6:40 PM,Monday,
Athletics,Angels,10/4/2022,6:40 PM,Tuesday,
Athletics,Angels,10/5/2022,TBA,Wednesday,
Blue Jays,Rangers,4/8/2022,7:07 PM,Friday,
Blue Jays,Rangers,4/9/2022,3:07 PM,Saturday,
Blue Jays,Rangers,4/10/2022,1:37 PM,Sunday,
Blue Jays,Athletics,4/15/2022,7:07 PM,Friday,
Blue Jays,Athletics,4/16/2022,3:07 PM,Saturday,
Blue Jays,Athletics,4/17/2022,1:37 PM,Sunday,
Blue Jays,Red Sox,4/25/2022,7:07 PM,Monday,
Blue Jays,Red Sox,4/26/2022,7:07 PM,Tuesday,
Blue Jays,Red Sox,4/27/2022,7:07 PM,Wednesday,
Blue Jays,Red Sox,4/28/2022,3:07 PM,Thursday,
Blue Jays,Astros,4/29/2022,7:07 PM,Friday,
Blue Jays,Astros,4/30/2022,3:07 PM,Saturday,
Blue Jays,Astros,5/1/2022,1:37 PM,Sunday,
Blue Jays,Yankees,5/2/2022,7:07 PM,Monday,
Blue Jays,Yankees,5/3/2022,7:07 PM,Tuesday,
Blue Jays,Yankees,5/4/2022,7:07 PM,Wednesday,
Blue Jays,Mariners,5/16/2022,7:07 PM,Monday,
Blue Jays,Mariners,5/17/2022,7:07 PM,Tuesday,
Blue Jays,Mariners,5/18/2022,7:07 PM,Wednesday,
Blue Jays,Reds,5/20/2022,7:07 PM,Friday,
Blue Jays,Reds,5/21/2022,3:07 PM,Saturday,
Blue Jays,Reds,5/22/2022,1:37 PM,Sunday,
Blue Jays,White Sox,5/31/2022,7:07 PM,Tuesday,
Blue Jays,White Sox,6/1/2022,7:07 PM,Wednesday,
Blue Jays,White Sox,6/2/2022,3:07 PM,Thursday,
Blue Jays,Twins,6/3/2022,7:07 PM,Friday,
Blue Jays,Twins,6/4/2022,3:07 PM,Saturday,
Blue Jays,Twins,6/5/2022,1:37 PM,Sunday,
Blue Jays,Orioles,6/13/2022,7:07 PM,Monday,
Blue Jays,Orioles,6/14/2022,7:07 PM,Tuesday,
Blue Jays,Orioles,6/15/2022,7:07 PM,Wednesday,
Blue Jays,Orioles,6/16/2022,3:07 PM,Thursday,
Blue Jays,Yankees,6/17/2022,7:07 PM,Friday,
Blue Jays,Yankees,6/18/2022,3:07 PM,Saturday,
Blue Jays,Yankees,6/19/2022,1:37 PM,Sunday,
Blue Jays,Red Sox,6/27/2022,7:07 PM,Monday,
Blue Jays,Red Sox,6/28/2022,7:07 PM,Tuesday,
Blue Jays,Red Sox,6/29/2022,7:07 PM,Wednesday,
Blue Jays,Rays,6/30/2022,7:07 PM,Thursday,
Blue Jays,Rays,7/1/2022,3:07 PM,Friday,
Blue Jays,Rays,7/2/2022,12:07 PM,Saturday,DH
Blue Jays,Rays,7/3/2022,1:37 PM,Sunday,
Blue Jays,Phillies,7/12/2022,7:07 PM,Tuesday,
Blue Jays,Phillies,7/13/2022,7:07 PM,Wednesday,
Blue Jays,Royals,7/14/2022,7:07 PM,Thursday,
Blue Jays,Royals,7/15/2022,7:07 PM,Friday,
Blue Jays,Royals,7/16/2022,3:07 PM,Saturday,
Blue Jays,Royals,7/17/2022,1:37 PM,Sunday,
Blue Jays,Cardinals,7/26/2022,7:07 PM,Tuesday,
Blue Jays,Cardinals,7/27/2022,7:07 PM,Wednesday,
Blue Jays,Tigers,7/28/2022,7:07 PM,Thursday,
Blue Jays,Tigers,7/29/2022,7:07 PM,Friday,
Blue Jays,Tigers,7/30/2022,3:07 PM,Saturday,
Blue Jays,Tigers,7/31/2022,1:37 PM,Sunday,
Blue Jays,Indians,8/12/2022,7:07 PM,Friday,
Blue Jays,Indians,8/13/2022,3:07 PM,Saturday,
Blue Jays,Indians,8/14/2022,1:37 PM,Sunday,
Blue Jays,Orioles,8/15/2022,7:07 PM,Monday,
Blue Jays,Orioles,8/16/2022,7:07 PM,Tuesday,
Blue Jays,Orioles,8/17/2022,3:07 PM,Wednesday,
Blue Jays,Angels,8/26/2022,7:07 PM,Friday,
Blue Jays,Angels,8/27/2022,3:07 PM,Saturday,
Blue Jays,Angels,8/28/2022,1:37 PM,Sunday,
Blue Jays,Cubs,8/29/2022,7:07 PM,Monday,
Blue Jays,Cubs,8/30/2022,7:07 PM,Tuesday,
Blue Jays,Cubs,8/31/2022,7:07 PM,Wednesday,
Blue Jays,Rays,9/12/2022,7:07 PM,Monday,
Blue Jays,Rays,9/13/2022,1:07 PM,Tuesday,DH
Blue Jays,Rays,9/14/2022,7:07 PM,Wednesday,
Blue Jays,Rays,9/15/2022,3:07 PM,Thursday,
Blue Jays,Orioles,9/16/2022,7:07 PM,Friday,
Blue Jays,Orioles,9/17/2022,3:07 PM,Saturday,
Blue Jays,Orioles,9/18/2022,1:37 PM,Sunday,
Blue Jays,Yankees,9/26/2022,7:07 PM,Monday,
Blue Jays,Yankees,9/27/2022,7:07 PM,Tuesday,
Blue Jays,Yankees,9/28/2022,7:07 PM,Wednesday,
Blue Jays,Red Sox,9/30/2022,7:07 PM,Friday,
Blue Jays,Red Sox,10/1/2022,3:07 PM,Saturday,
Blue Jays,Red Sox,10/2/2022,1:37 PM,Sunday,
Braves,Reds,4/7/2022,7:20 PM,Thursday,
Braves,Reds,4/8/2022,7:20 PM,Friday,
Braves,Reds,4/9/2022,7:20 PM,Saturday,
Braves,Reds,4/10/2022,1:35 PM,Sunday,
Braves,Nationals,4/11/2022,7:20 PM,Monday,
Braves,Nationals,4/12/2022,7:20 PM,Tuesday,
Braves,Nationals,4/13/2022,12:20 PM,Wednesday,
Braves,Marlins,4/22/2022,7:20 PM,Friday,
Braves,Marlins,4/23/2022,7:20 PM,Saturday,
Braves,Marlins,4/24/2022,1:35 PM,Sunday,
Braves,Cubs,4/26/2022,7:20 PM,Tuesday,
Braves,Cubs,4/27/2022,7:20 PM,Wednesday,
Braves,Cubs,4/28/2022,7:20 PM,Thursday,
Braves,Brewers,5/6/2022,7:20 PM,Friday,
Braves,Brewers,5/7/2022,7:20 PM,Saturday,
Braves,Brewers,5/8/2022,1:35 PM,Sunday,
Braves,Red Sox,5/10/2022,7:20 PM,Tuesday,
Braves,Red Sox,5/11/2022,7:20 PM,Wednesday,
Braves,Padres,5/13/2022,7:20 PM,Friday,
Braves,Padres,5/14/2022,4:05 PM,Saturday,
Braves,Padres,5/15/2022,1:35 PM,Sunday,
Braves,Phillies,5/23/2022,7:20 PM,Monday,
Braves,Phillies,5/24/2022,7:20 PM,Tuesday,
Braves,Phillies,5/25/2022,7:20 PM,Wednesday,
Braves,Phillies,5/26/2022,7:20 PM,Thursday,
Braves,Marlins,5/27/2022,7:20 PM,Friday,
Braves,Marlins,5/28/2022,4:10 PM,Saturday,
Braves,Marlins,5/29/2022,1:35 PM,Sunday,
Braves,Athletics,6/7/2022,7:20 PM,Tuesday,
Braves,Athletics,6/8/2022,7:20 PM,Wednesday,
Braves,Pirates,6/9/2022,7:20 PM,Thursday,
Braves,Pirates,6/10/2022,7:20 PM,Friday,
Braves,Pirates,6/11/2022,4:10 PM,Saturday,
Braves,Pirates,6/12/2022,1:35 PM,Sunday,
Braves,Giants,6/20/2022,7:20 PM,Monday,
Braves,Giants,6/21/2022,7:20 PM,Tuesday,
Braves,Giants,6/22/2022,7:20 PM,Wednesday,
Braves,Giants,6/23/2022,12:20 PM,Thursday,
Braves,Dodgers,6/24/2022,7:20 PM,Friday,
Braves,Dodgers,6/25/2022,7:15 PM,Saturday,
Braves,Dodgers,6/26/2022,1:35 PM,Sunday,
Braves,Cardinals,7/4/2022,7:20 PM,Monday,
Braves,Cardinals,7/5/2022,7:20 PM,Tuesday,
Braves,Cardinals,7/6/2022,7:20 PM,Wednesday,
Braves,Cardinals,7/7/2022,7:20 PM,Thursday,
Braves,Nationals,7/8/2022,7:20 PM,Friday,
Braves,Nationals,7/9/2022,4:10 PM,Saturday,
Braves,Nationals,7/10/2022,1:35 PM,Sunday,
Braves,Mets,7/11/2022,7:20 PM,Monday,
Braves,Mets,7/12/2022,7:20 PM,Tuesday,
Braves,Mets,7/13/2022,12:20 PM,Wednesday,
Braves,Angels,7/22/2022,7:20 PM,Friday,
Braves,Angels,7/23/2022,7:20 PM,Saturday,
Braves,Angels,7/24/2022,1:35 PM,Sunday,
Braves,Diamondbacks,7/29/2022,7:20 PM,Friday,
Braves,Diamondbacks,7/30/2022,7:20 PM,Saturday,
Braves,Diamondbacks,7/31/2022,1:35 PM,Sunday,
Braves,Phillies,8/2/2022,7:20 PM,Tuesday,
Braves,Phillies,8/3/2022,12:20 PM,Wednesday,
Braves,Mets,8/15/2022,7:20 PM,Monday,
Braves,Mets,8/16/2022,7:20 PM,Tuesday,
Braves,Mets,8/17/2022,7:20 PM,Wednesday,
Braves,Mets,8/18/2022,7:20 PM,Thursday,
Braves,Astros,8/19/2022,7:20 PM,Friday,
Braves,Astros,8/20/2022,7:15 PM,Saturday,
Braves,Astros,8/21/2022,1:35 PM,Sunday,
Braves,Rockies,8/30/2022,7:20 PM,Tuesday,
Braves,Rockies,8/31/2022,7:20 PM,Wednesday,
Braves,Rockies,9/1/2022,7:20 PM,Thursday,
Braves,Marlins,9/2/2022,7:20 PM,Friday,
Braves,Marlins,9/3/2022,7:20 PM,Saturday,
Braves,Marlins,9/4/2022,1:35 PM,Sunday,
Braves,Phillies,9/16/2022,7:20 PM,Friday,
Braves,Phillies,9/17/2022,7:20 PM,Saturday,
Braves,Phillies,9/18/2022,1:35 PM,Sunday,
Braves,Nationals,9/19/2022,7:20 PM,Monday,
Braves,Nationals,9/20/2022,7:20 PM,Tuesday,
Braves,Nationals,9/21/2022,12:20 PM,Wednesday,
Braves,Mets,9/30/2022,7:20 PM,Friday,
Braves,Mets,10/1/2022,7:20 PM,Saturday,
Braves,Mets,10/2/2022,1:35 PM,Sunday,
Brewers,Cardinals,4/14/2022,4:14 PM,Thursday,
Brewers,Cardinals,4/15/2022,7:10 PM,Friday,
Brewers,Cardinals,4/16/2022,6:10 PM,Saturday,
Brewers,Cardinals,4/17/2022,1:10 PM,Sunday,
Brewers,Pirates,4/18/2022,6:40 PM,Monday,
Brewers,Pirates,4/19/2022,6:40 PM,Tuesday,
Brewers,Pirates,4/20/2022,12:40 PM,Wednesday,
Brewers,Giants,4/25/2022,5:10 PM,Monday,
Brewers,Cubs,4/29/2022,7:10 PM,Friday,
Brewers,Cubs,4/30/2022,6:10 PM,Saturday,
Brewers,Cubs,5/1/2022,1:10 PM,Sunday,
Brewers,Reds,5/3/2022,6:40 PM,Tuesday,
Brewers,Reds,5/4/2022,6:40 PM,Wednesday,
Brewers,Reds,5/5/2022,12:40 PM,Thursday,
Brewers,Braves,5/16/2022,6:40 PM,Monday,
Brewers,Braves,5/17/2022,6:40 PM,Tuesday,
Brewers,Braves,5/18/2022,12:10 PM,Wednesday,
Brewers,Nationals,5/20/2022,7:10 PM,Friday,
Brewers,Nationals,5/21/2022,6:10 PM,Saturday,
Brewers,Nationals,5/22/2022,1:10 PM,Sunday,
Brewers,Padres,6/2/2022,6:40 PM,Thursday,
Brewers,Padres,6/3/2022,7:10 PM,Friday,
Brewers,Padres,6/4/2022,3:10 PM,Saturday,
Brewers,Padres,6/5/2022,1:10 PM,Sunday,
Brewers,Phillies,6/7/2022,7:10 PM,Tuesday,
Brewers,Phillies,6/8/2022,7:10 PM,Wednesday,
Brewers,Phillies,6/9/2022,1:10 PM,Thursday,
Brewers,Cardinals,6/20/2022,7:10 PM,Monday,
Brewers,Cardinals,6/21/2022,7:10 PM,Tuesday,
Brewers,Cardinals,6/22/2022,7:10 PM,Wednesday,
Brewers,Cardinals,6/23/2022,1:10 PM,Thursday,
Brewers,Blue Jays,6/24/2022,7:10 PM,Friday,
Brewers,Blue Jays,6/25/2022,3:10 PM,Saturday,
Brewers,Blue Jays,6/26/2022,1:10 PM,Sunday,
Brewers,Cubs,7/4/2022,3:10 PM,Monday,
Brewers,Cubs,7/5/2022,7:10 PM,Tuesday,
Brewers,Cubs,7/6/2022,1:10 PM,Wednesday,
Brewers,Pirates,7/8/2022,7:10 PM,Friday,
Brewers,Pirates,7/9/2022,3:10 PM,Saturday,
Brewers,Pirates,7/10/2022,1:10 PM,Sunday,
Brewers,Rockies,7/22/2022,7:10 PM,Friday,
Brewers,Rockies,7/23/2022,6:10 PM,Saturday,
Brewers,Rockies,7/24/2022,1:10 PM,Sunday,
Brewers,Rockies,7/25/2022,7:10 PM,Monday,
Brewers,Twins,7/26/2022,7:10 PM,Tuesday,
Brewers,Twins,7/27/2022,1:10 PM,Wednesday,
Brewers,Reds,8/5/2022,7:10 PM,Friday,
Brewers,Reds,8/6/2022,6:15 PM,Saturday,
Brewers,Reds,8/7/2022,1:10 PM,Sunday,
Brewers,Rays,8/9/2022,7:10 PM,Tuesday,
Brewers,Rays,8/10/2022,1:10 PM,Wednesday,
Brewers,Dodgers,8/15/2022,7:10 PM,Monday,
Brewers,Dodgers,8/16/2022,7:10 PM,Tuesday,
Brewers,Dodgers,8/17/2022,7:10 PM,Wednesday,
Brewers,Dodgers,8/18/2022,1:10 PM,Thursday,
Brewers,Cubs,8/26/2022,7:10 PM,Friday,
Brewers,Cubs,8/27/2022,6:10 PM,Saturday,
Brewers,Cubs,8/28/2022,1:10 PM,Sunday,
Brewers,Pirates,8/29/2022,7:10 PM,Monday,
Brewers,Pirates,8/30/2022,7:10 PM,Tuesday,
Brewers,Pirates,8/31/2022,1:10 PM,Wednesday,
Brewers,Giants,9/8/2022,3:10 PM,Thursday,DH
Brewers,Reds,9/9/2022,7:10 PM,Friday,
Brewers,Reds,9/10/2022,6:15 PM,Saturday,
Brewers,Reds,9/11/2022,1:10 PM,Sunday,
Brewers,Yankees,9/16/2022,7:10 PM,Friday,
Brewers,Yankees,9/17/2022,6:10 PM,Saturday,
Brewers,Yankees,9/18/2022,1:10 PM,Sunday,
Brewers,Mets,9/19/2022,6:40 PM,Monday,
Brewers,Mets,9/20/2022,6:40 PM,Tuesday,
